1,87.7897988133
2,87.7897988133
3,87.7897988133
4,88.1752429804
5,87.7897988133
6,87.7897988133
7,87.7897988133
8,87.7897988133
9,87.7897988133
10,87.7897988133
11,88.1981454783
12,87.7897988133
13,88.1796285651
14,87.7897988133
15,87.7897988133
16,87.7897988133
17,87.7897988133
18,87.7897988133
19,87.7897988133
20,88.1947344679
21,87.7897988133
22,88.1835268626
23,87.7897988133
24,87.7897988133
25,87.7897988133
26,87.7897988133
27,87.7897988133
28,87.7897988133
29,87.7897988133
30,87.7897988133
31,87.7897988133
32,87.7897988133
33,88.1815777138
34,87.7897988133
35,87.7897988133
36,87.7897988133
37,88.1654972366
38,87.7897988133
39,86.9490179321
40,87.7897988133
41,87.7897988133
42,87.7897988133
43,88.1991200527
44,88.1835268626
45,87.7897988133
46,87.7897988133
47,88.1893743089
48,87.7897988133
49,87.7897988133
50,87.2886224709
51,87.7897988133
52,87.7897988133
53,88.1586752159
54,87.7897988133
55,87.7897988133
56,87.7897988133
57,87.7897988133
58,87.7897988133
59,88.1620862262
60,88.1815777138
61,90.8241729353
62,87.7897988133
63,87.7897988133
64,87.6682699436
65,87.7897988133
66,87.7897988133
67,87.7897988133
68,88.1957090423
69,88.1421074515
70,86.9428432867
71,88.1815777138
72,87.7897988133
73,88.1835268626
74,87.7897988133
75,88.1708573956
76,87.7897988133
77,88.1815777138
78,87.7897988133
79,87.7897988133
80,87.7897988133
81,87.7897988133
82,88.1679336725
83,87.7897988133
84,87.7897988133
85,87.7897988133
86,87.7897988133
87,87.7897988133
88,87.7897988133
89,88.1815777138
90,87.7897988133
91,87.7897988133
92,87.7897988133
93,88.4538698818
94,87.7897988133
95,87.7897988133
96,87.7897988133
97,87.7897988133
98,88.1752429804
99,87.7897988133
100,87.7897988133
101,87.7897988133
102,87.7897988133
103,87.9951817517
104,87.7897988133
105,87.7897988133
106,87.7897988133
107,87.7897988133
108,87.7897988133
109,87.7897988133
110,87.7897988133
111,87.7897988133
112,87.7897988133
113,87.7897988133
114,87.7897988133
115,87.7897988133
116,87.7897988133
117,87.7897988133
118,87.7897988133
119,87.7897988133
120,87.7897988133
121,87.7897988133
122,87.7897988133
123,87.7897988133
124,87.7897988133
125,87.7897988133
126,87.7897988133
127,87.7897988133
128,87.7897988133
129,88.1815777138
130,87.7897988133
131,87.7897988133
132,87.7897988133
133,89.1920618355
134,87.7897988133
135,91.3434627192
136,87.7897988133
137,88.4920539682
138,88.1654972366
139,88.1947344679
140,87.7897988133
141,87.7897988133
142,87.7897988133
143,87.7897988133
144,86.8465969295
145,87.7897988133
146,87.7897988133
147,87.7897988133
148,88.3808420678
149,87.7897988133
150,87.7897988133
151,87.7897988133
152,88.1620862262
153,87.1249953258
154,87.7897988133
155,87.7897988133
156,88.1708573956
157,89.1474365741
158,87.7897988133
159,87.7897988133
160,87.7897988133
161,88.1752429804
162,87.7897988133
163,88.192298032
164,87.7897988133
165,87.7897988133
166,87.7897988133
167,87.7897988133
168,87.7897988133
169,88.4887336129
170,87.7897988133
171,87.7897988133
172,87.7897988133
173,88.9069336828
174,87.7897988133
175,87.7897988133
176,87.7897988133
177,87.7897988133
178,87.7897988133
179,87.7897988133
180,87.7897988133
181,88.467981392
182,87.6707560937
183,87.7897988133
184,89.5351003799
185,87.7897988133
186,87.7897988133
187,87.7897988133
188,87.7897988133
189,87.7897988133
190,87.7897988133
191,89.3201098422
192,87.7897988133
193,88.2020437758
194,88.1908361704
195,87.7897988133
196,88.1586752159
197,87.7897988133
198,87.7897988133
199,87.7897988133
200,87.7897988133
201,88.1421074515
202,87.7897988133
203,88.1864505857
204,87.7897988133
205,87.7897988133
206,87.7897988133
207,87.7897988133
208,87.7897988133
209,88.1893743089
210,87.7897988133
211,88.1864505857
212,86.9757747288
213,88.1732938316
214,86.9912113422
215,87.7897988133
216,87.7897988133
217,87.7897988133
218,87.7897988133
219,88.1776794163
220,88.1513659081
221,87.7897988133
222,87.7897988133
223,88.1864505857
224,87.7897988133
225,87.7897988133
226,88.1654972366
227,87.7897988133
228,87.7897988133
229,88.1835268626
230,87.7897988133
231,87.7897988133
232,89.4136975527
233,87.7897988133
234,89.4294533728
235,87.7897988133
236,87.7897988133
237,87.7897988133
238,87.7897988133
239,88.1864505857
240,87.7897988133
241,87.7897988133
242,87.7897988133
243,87.7897988133
244,88.1679336725
245,87.7897988133
246,87.7897988133
247,87.7897988133
248,87.7897988133
249,86.9459306094
250,90.4331375746
251,87.7897988133
252,87.7897988133
253,87.7897988133
254,87.7897988133
255,87.7897988133
256,87.7897988133
257,87.7897988133
258,87.7897988133
259,87.7897988133
260,88.3325629229
261,87.7897988133
262,87.7897988133
263,88.0704772537
264,88.1849887242
265,87.7897988133
266,87.7897988133
267,87.7897988133
268,87.7897988133
269,88.1732938316
270,87.7897988133
271,87.7897988133
272,87.7897988133
273,87.7897988133
274,87.7897988133
275,87.7897988133
276,87.7897988133
277,87.7897988133
278,87.7897988133
279,87.7897988133
280,87.7897988133
281,88.1908361704
282,87.7897988133
283,87.7897988133
284,87.7897988133
285,87.7897988133
286,87.7897988133
287,87.7897988133
288,88.1421074515
289,87.7897988133
290,87.7897988133
291,87.7897988133
292,87.7897988133
293,87.6780683001
294,87.7897988133
295,87.7897988133
296,87.7897988133
297,87.7897988133
298,87.7897988133
299,87.7897988133
300,87.7897988133
301,87.7897988133
302,90.4039695801
303,87.7897988133
304,88.1971709039
305,87.7897988133
306,87.7897988133
307,87.7897988133
308,87.7897988133
309,91.0205004192
310,87.7897988133
311,88.2074039349
312,88.1864505857
313,87.7897988133
314,87.7897988133
315,87.7897988133
316,87.7897988133
317,88.1835268626
318,87.7897988133
319,87.7897988133
320,87.7897988133
321,87.7897988133
322,87.7897988133
323,87.7897988133
324,87.7897988133
325,88.4986946789
326,87.7897988133
327,88.1732938316
328,86.7122265367
329,87.7897988133
330,88.0928914453
331,87.7897988133
332,88.1679336725
333,87.7897988133
334,87.7897988133
335,89.2362968501
336,88.1947344679
337,87.7897988133
338,88.1732938316
339,87.7897988133
340,87.7897988133
341,87.7897988133
342,88.1732938316
343,89.3708094708
344,88.1620862262
345,87.7897988133
346,87.7897988133
347,88.1732938316
348,87.7897988133
349,87.7897988133
350,88.1908361704
351,87.7897988133
352,87.7897988133
353,87.7897988133
354,88.4000068945
355,87.7897988133
356,89.266833708
357,88.1947344679
358,87.7897988133
359,87.7897988133
360,89.16288378
361,87.6707560937
362,87.7897988133
363,87.7897988133
364,88.1552642056
365,87.7897988133
366,88.4837530799
367,87.7897988133
368,88.1879124473
369,87.7897988133
370,87.7897988133
371,87.7897988133
372,87.7897988133
373,88.1815777138
374,87.7897988133
375,87.7897988133
376,87.7897988133
377,87.7897988133
378,88.463000859
379,87.7897988133
380,88.3892745915
381,87.7897988133
382,87.7897988133
383,87.7897988133
384,87.7897988133
385,88.1849887242
386,87.7897988133
387,87.7897988133
388,85.1105484963
389,87.7897988133
390,87.6738591758
391,87.7897988133
392,87.7897988133
393,87.7897988133
394,87.7897988133
395,87.7897988133
396,87.7897988133
397,88.1513659081
398,86.9757747288
399,88.1586752159
400,87.7897988133
401,87.7897988133
402,87.7897988133
403,87.7897988133
404,88.1752429804
405,87.7897988133
406,87.7897988133
407,88.1849887242
408,87.7897988133
409,88.1586752159
410,89.1697492048
411,88.1835268626
412,88.192298032
413,88.1849887242
414,87.7897988133
415,87.7897988133
416,88.1148193688
417,87.7897988133
418,87.7897988133
419,87.7897988133
420,87.7897988133
421,88.1835268626
422,87.7897988133
423,88.1991200527
424,87.7897988133
425,88.1732938316
426,87.7897988133
427,87.7897988133
428,87.7897988133
429,87.7897988133
430,87.7897988133
431,88.1947344679
432,87.7897988133
433,87.7897988133
434,88.1796285651
435,87.7897988133
436,87.7897988133
437,88.200094627
438,88.4161053489
439,87.7897988133
440,87.7897988133
441,89.3375101265
442,88.4854132575
443,89.6057067644
444,87.7897988133
445,87.7897988133
446,87.7897988133
447,87.7897988133
448,88.1708573956
449,86.7461452766
450,87.7897988133
451,87.7897988133
452,87.7897988133
453,89.1474365741
454,87.7897988133
455,87.7897988133
456,87.7897988133
457,87.7897988133
458,87.7897988133
459,87.7897988133
460,87.7897988133
461,87.7897988133
462,88.1893743089
463,87.7897988133
464,87.7897988133
465,87.7897988133
466,87.7897988133
467,87.7897988133
468,87.7897988133
469,87.7897988133
470,87.7897988133
471,87.7897988133
472,87.7897988133
473,87.7897988133
474,87.7897988133
475,87.7897988133
476,87.7897988133
477,87.7897988133
478,87.7897988133
479,87.7897988133
480,87.7897988133
481,87.7897988133
482,87.7897988133
483,87.7897988133
484,87.7897988133
485,88.4268376518
486,87.7897988133
487,87.7897988133
488,87.7897988133
489,87.7897988133
490,87.7897988133
491,87.7897988133
492,88.1513659081
493,87.7897988133
494,87.7897988133
495,87.7897988133
496,88.1776794163
497,87.7897988133
498,87.7897988133
499,87.7897988133
500,87.7897988133
501,87.7897988133
502,87.7897988133
503,87.7897988133
504,87.7897988133
505,87.7897988133
506,87.7897988133
507,88.4870734352
508,87.7897988133
509,87.7897988133
510,87.7897988133
511,88.1776794163
512,88.1957090423
513,87.7897988133
514,88.1937598936
515,88.1776794163
516,87.7897988133
517,87.7897988133
518,87.7897988133
519,87.7897988133
520,87.7897988133
521,87.7897988133
